INSTITUICAO,COD_IBGE,UF,POPULACAO,INDICADOR_1,NOTA_1,INDICADOR_2,NOTA_2,INDICADOR_3,NOTA_3,CLASSIFICACAO_CAPAG,ANO_BASE
Prefeitura Municipal de Anaurilândia - MS,5000807,MS,8885,"0,387100479",A,"0,976251962",C,"1,291399826",C,C,2017
Prefeitura Municipal de Anchieta - ES,3200409,ES,28091,"0,051694066",A,"0,72499543",A,"0,861086508",A,A,2017
Prefeitura Municipal de Anchieta - SC,4200804,SC,5909,"0,074803068",A,"0,97669442",C,,n.d.,n.d.,2017
Prefeitura Municipal de Andaraí - BA,2901304,BA,13732,"0,658393405",B,"0,939481285",B,"2,938399712",C,C,2017
Prefeitura Municipal de Andirá - PR,4101101,PR,20822,"0,581578341",A,"0,906257629",B,"0,136158066",A,B,2017
Prefeitura Municipal de Andorinha - BA,2901353,BA,15551,"0,091215076",A,"0,993270293",C,"1,077668273",C,C,2017
Prefeitura Municipal de Andradas - MG,3102605,MG,40407,"0,021474591",A,"0,910923059",B,"2,905680605",C,C,2017
Prefeitura Municipal de Andradina - SP,3502101,SP,57300,"0,491885837",A,"0,950917263",C,,n.d.,n.d.,2017
Prefeitura Municipal de André da Rocha - RS,4300661,RS,1300,0,A,"0,884913929",A,"0,090548702",A,A,2017
Prefeitura Municipal de Andrelândia - MG,3102803,MG,12507,"0,002685331",A,"0,942512923",B,"1,316448435",C,C,2017
Prefeitura Municipal de Angatuba - SP,3502200,SP,24400,"0,06008442",A,"0,982562083",C,,n.d.,n.d.,2017
Prefeitura Municipal de Angelândia - MG,3102852,MG,8502,"0,117263273",A,"1,009418383",C,"3,562739811",C,C,2017
Prefeitura Municipal de Angélica - MS,5000856,MS,10304,"0,123489416",A,"0,888443198",A,"0,007433534",A,A,2017
Prefeitura Municipal de Angelim - PE,2601003,PE,10965,"0,006844536",A,"1,091764444",C,"12,26694566",C,C,2017
Prefeitura Municipal de Angelina - SC,4200903,SC,4998,"0,00442811",A,"0,826838119",A,"0,175350148",A,A,2017
Prefeitura Municipal de Angical - BA,2901403,BA,14707,"0,332605124",A,"0,975493553",C,"2,055300416",C,C,2017
Prefeitura Municipal de Angical do Piauí - PI,2200608,PI,6688,"0,00857002",A,"0,947764678",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Angico - TO,1701051,TO,3401,0,A,"1,142092437",C,,n.d.,n.d.,2017
Prefeitura Municipal de Angicos - RN,2400802,RN,,,n.d.,"0,877514594",A,,n.d.,n.d.,2017
Prefeitura Municipal de Angra dos Reis - RJ,3300100,RJ,191504,"0,186918208",A,"0,883619534",A,"0,875750474",A,A,2017
Prefeitura Municipal de Anguera - BA,2901502,BA,11402,"0,709314778",B,"0,924461578",B,"1,165655533",C,C,2017
Prefeitura Municipal de Ângulo - PR,4101150,PR,2969,"0,041269058",A,"0,852204192",A,"0,004070363",A,A,2017
Prefeitura Municipal de Anhanguera - GO,5201207,GO,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Anhembi - SP,3502309,SP,6397,"0,029856786",A,"0,9716607",C,,n.d.,n.d.,2017
Prefeitura Municipal de Anhumas - SP,3502408,SP,4026,0,A,"0,999749479",C,,n.d.,n.d.,2017
Prefeitura Municipal de Anicuns - GO,5201306,GO,,,n.d.,"0,825963897",A,,n.d.,n.d.,2017
Prefeitura Municipal de Anísio de Abreu - PI,2200707,PI,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Anita Garibaldi - SC,4201000,SC,7708,"0,145107108",A,"0,929794479",B,"4,775703513",C,C,2017
Prefeitura Municipal de Anitápolis - SC,4201109,SC,3251,"0,000940934",A,"0,832144274",A,"0,012353695",A,A,2017
Prefeitura Municipal de Anori - AM,1300102,AM,,,n.d.,"0,888947022",A,,n.d.,n.d.,2017
Prefeitura Municipal de Anta Gorda - RS,4300703,RS,6216,"0,01942335",A,"0,813495231",A,"0,126656092",A,A,2017
Prefeitura Municipal de Antas - BA,2901601,BA,19382,"1,003080582",B,"0,928449746",B,"14,07654199",C,C,2017
Prefeitura Municipal de Antonina - PR,4101200,PR,19418,"0,167630938",A,"0,967515779",C,"-0,397396817",C,C,2017
Prefeitura Municipal de Antonina do Norte - CE,2300804,CE,7253,"0,003076417",A,"0,980019718",C,"2,677149827",C,C,2017
Prefeitura Municipal de Antônio Almeida - PI,2200806,PI,3109,"0,012942382",A,"0,928984955",B,,n.d.,n.d.,2017
Prefeitura Municipal de Antônio Cardoso - BA,2901700,BA,12200,"0,589501247",A,"1,020181422",C,"0,835487538",A,C,2017
Prefeitura Municipal de Antônio Carlos - MG,3102902,MG,11584,"0,138960402",A,"1,001363158",C,,n.d.,n.d.,2017
Prefeitura Municipal de Antônio Carlos - SC,4201208,SC,8223,"0,094934786",A,"0,831428691",A,"0,027144565",A,A,2017
Prefeitura Municipal de Antônio Dias - MG,3103009,MG,9660,"0,477511592",A,"0,958338008",C,"-6,77129691",C,C,2017
Prefeitura Municipal de Antônio Gonçalves - BA,2901809,BA,11989,"0,322767285",A,"0,952165728",C,"1,870819038",C,C,2017
Prefeitura Municipal de Antônio João - MS,5000906,MS,8744,"0,486999098",A,"0,849358664",A,"0,218431322",A,A,2017
Prefeitura Municipal de Antônio Martins - RN,2400901,RN,,,n.d.,"1,009026798",C,,n.d.,n.d.,2017
Prefeitura Municipal de Antônio Olinto - PR,4101309,PR,7582,"0,035281024",A,"0,91126306",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Antônio Prado - RS,4300802,RS,13296,"0,061020103",A,"0,827182422",A,"0,133573976",A,A,2017
Prefeitura Municipal de Antônio Prado de Minas - MG,3103108,MG,1670,0,A,"0,994767738",C,1,C,C,2017
Prefeitura Municipal de Aparecida - PB,2500775,PB,8348,"0,111041441",A,"0,983601748",C,"20,0920154",C,C,2017
Prefeitura Municipal de Aparecida - SP,3502507,SP,36248,"0,061030771",A,"0,902573797",B,,n.d.,n.d.,2017
Prefeitura Municipal de Aparecida de Goiânia - GO,5201405,GO,532135,"0,290900569",A,"0,829136828",A,"0,241503172",A,A,2017
Prefeitura Municipal de Aparecida do Rio Doce - GO,5201454,GO,2514,"0,02266004",A,"0,996054454",C,"0,177615236",A,C,2017
Prefeitura Municipal de Aparecida do Rio Negro - TO,1701101,TO,,,n.d.,"0,864043521",A,,n.d.,n.d.,2017
Prefeitura Municipal de Aparecida do Taboado - MS,5001003,MS,24745,"0,073134268",A,"0,917351178",B,"0,603644366",A,B,2017
Prefeitura Municipal de Aparecida d'Oeste - SP,3502606,SP,4362,"0,068560273",A,"1,008174867",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aperibé - RJ,3300159,RJ,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Apiacá - ES,3200508,ES,7928,"0,044310969",A,"1,014995982",C,"-0,093612559",C,C,2017
Prefeitura Municipal de Apiacás - MT,5100805,MT,9551,"0,020037845",A,"0,842360038",A,"0,006450385",A,A,2017
Prefeitura Municipal de Apiaí - SP,3502705,SP,25077,"0,374188566",A,"0,935844671",B,,n.d.,n.d.,2017
Prefeitura Municipal de Apicum-Açu - MA,2100832,MA,18169,0,A,"0,938132815",B,"1,180779713",C,C,2017
Prefeitura Municipal de Apiúna - SC,4201257,SC,10432,"0,079832616",A,"0,927323784",B,"0,028918851",A,B,2017
Prefeitura Municipal de Apodi - RN,2401008,RN,36257,"0,114000407",A,"0,958262114",C,"0,394061803",A,C,2017
Prefeitura Municipal de Aporá - BA,2901908,BA,19223,0,A,"0,845151061",A,"2,041028059",C,C,2017
Prefeitura Municipal de Aporé - GO,5201504,GO,4110,"0,012678959",A,"0,907305888",B,,n.d.,n.d.,2017
Prefeitura Municipal de Apuarema - BA,2901957,BA,7745,"1,623091195",C,"1,031616001",C,"9,247833255",C,D,2017
Prefeitura Municipal de Apucarana - PR,4101408,PR,131571,"0,229496554",A,"0,933351314",B,"0,089698302",A,B,2017
Prefeitura Municipal de Apuí - AM,1300144,AM,21031,"0,766151972",B,"0,894898983",A,"0,081687083",A,B,2017
Prefeitura Municipal de Apuiarés - CE,2300903,CE,14644,"0,21337153",A,"0,947769352",B,,n.d.,n.d.,2017
Prefeitura Municipal de Aquidabã - SE,2800209,SE,21452,0,A,"0,970696283",C,"2,201335815",C,C,2017
Prefeitura Municipal de Aquidauana - MS,5001102,MS,47323,"0,144414439",A,"0,924873613",B,"0,134435588",A,B,2017
Prefeitura Municipal de Aquiraz - CE,2301000,CE,78438,"0,111659913",A,"0,867392295",A,"0,089416809",A,A,2017
Prefeitura Municipal de Arabutã - SC,4201273,SC,4278,"0,018917638",A,"0,854359134",A,"0,037108066",A,A,2017
Prefeitura Municipal de Araçagi - PB,2500809,PB,17061,"1,208259496",B,"0,985649171",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araçaí - MG,3103207,MG,2361,"0,001534132",A,"0,955396458",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aracaju - SE,2800308,SE,641523,"0,210206204",A,"0,919904153",B,"0,602496007",A,B,2017
Prefeitura Municipal de Araçariguama - SP,3502754,SP,20581,"0,001998465",A,"0,947086453",B,"5,241330018",C,C,2017
Prefeitura Municipal de Araças - BA,2902054,BA,12495,0,A,"1,023531318",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aracati - CE,2301109,CE,73188,"0,080596198",A,"0,899253607",A,"0,614974506",A,A,2017
Prefeitura Municipal de Aracatu - BA,2902005,BA,14023,"0,021949995",A,"0,941602137",B,,n.d.,n.d.,2017
Prefeitura Municipal de Araçatuba - SP,3502804,SP,193828,"0,424185428",A,"0,964362615",C,"2,426216654",C,C,2017
Prefeitura Municipal de Araci - BA,2902104,BA,55637,"0,989764379",B,"1,015354837",C,"24,86152817",C,C,2017
Prefeitura Municipal de Aracitaba - MG,3103306,MG,2112,"0,040052025",A,"0,951193347",C,"0,363687509",A,C,2017
Prefeitura Municipal de Aracoiaba - CE,2301208,CE,26203,"0,650450156",B,"1,017532962",C,"1,247790288",C,C,2017
Prefeitura Municipal de Araçoiaba - PE,2601052,PE,20046,"1,357145377",B,"0,983468535",C,"0,713997811",A,C,2017
Prefeitura Municipal de Araçoiaba da Serra - SP,3502903,SP,31915,"0,063657186",A,"0,805497311",A,,n.d.,n.d.,2017
Prefeitura Municipal de Aracruz - ES,3200607,ES,96746,"0,094395208",A,"0,885956563",A,"0,238750307",A,A,2017
Prefeitura Municipal de Araçu - GO,5201603,GO,,,n.d.,"0,95340138",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araçuaí - MG,3103405,MG,37317,"0,089529609",A,"0,95403907",C,"2,543821126",C,C,2017
Prefeitura Municipal de Aragarças - GO,5201702,GO,,,n.d.,"0,942587278",B,,n.d.,n.d.,2017
Prefeitura Municipal de Aragoiânia - GO,5201801,GO,9607,"0,463043493",A,"0,8716876",A,"18,92670876",C,C,2017
Prefeitura Municipal de Aragominas - TO,1701309,TO,,,n.d.,"0,97236545",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araguacema - TO,1701903,TO,,,n.d.,"0,997891364",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araguaçu - TO,1702000,TO,8734,"0,017977473",A,"0,971293701",C,"0,919167624",A,C,2017
Prefeitura Municipal de Araguaiana - MT,5101001,MT,3059,"0,053210065",A,"0,921813317",B,,n.d.,n.d.,2017
Prefeitura Municipal de Araguaína - TO,1702109,TO,173112,"0,576096411",A,"0,870924178",A,"0,021383042",A,A,2017
Prefeitura Municipal de Araguainha - MT,5101209,MT,953,"0,011788889",A,"0,906167991",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Araguanã - MA,2100873,MA,,,n.d.,"0,95921062",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araguanã - TO,1702158,TO,,,n.d.,"0,934694472",B,,n.d.,n.d.,2017
Prefeitura Municipal de Araguapaz - GO,5202155,GO,7841,"0,181058454",A,"0,958402292",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araguari - MG,3103504,MG,116871,"0,129944597",A,"0,965303233",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Araguatins - TO,1702208,TO,,,n.d.,"0,904345845",B,,n.d.,n.d.,2017
Prefeitura Municipal de Araioses - MA,2100907,MA,,,n.d.,"1,041094015",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aral Moreira - MS,5001243,MS,11586,"0,194829222",A,"0,918975932",B,"0,504353204",A,B,2017
Prefeitura Municipal de Aramari - BA,2902203,BA,11385,"0,364124671",A,"0,959401511",C,"3,05142478",C,C,2017
Prefeitura Municipal de Arambaré - RS,4300851,RS,,,n.d.,"0,984001674",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arame - MA,2100956,MA,32083,"0,000240965",A,"0,984161438",C,"0,699868733",A,C,2017
Prefeitura Municipal de Aramina - SP,3503000,SP,5519,"0,037648059",A,"0,959253048",C,"8,294268917",C,C,2017
Prefeitura Municipal de Arandu - SP,3503109,SP,6360,"0,303166121",A,"0,967670755",C,"7,205657786",C,C,2017
Prefeitura Municipal de Arantina - MG,3103603,MG,2877,"0,000452008",A,"0,977602169",C,"0,020096663",A,C,2017
Prefeitura Municipal de Arapeí - SP,3503158,SP,2516,,n.d.,"0,868260684",A,,n.d.,n.d.,2017
Prefeitura Municipal de Arapiraca - AL,2700300,AL,232671,"0,103726934",A,"0,955447553",C,"7,065984476",C,C,2017
Prefeitura Municipal de Arapoema - TO,1702307,TO,6777,"0,411864262",A,"0,84064909",A,"1,419172891",C,C,2017
Prefeitura Municipal de Araponga - MG,3103702,MG,8523,0,A,"0,865916186",A,,n.d.,n.d.,2017
Prefeitura Municipal de Arapongas - PR,4101507,PR,116960,"0,039342505",A,"0,912144456",B,,n.d.,n.d.,2017
Prefeitura Municipal de Araporã - MG,3103751,MG,6717,"0,011789458",A,"0,856865687",A,"0,580369711",A,A,2017
Prefeitura Municipal de Arapoti - PR,4101606,PR,27728,"0,059154605",A,"0,877919518",A,"0,442156832",A,A,2017
Prefeitura Municipal de Arapuá - MG,3103801,MG,,,n.d.,"0,92199078",B,,n.d.,n.d.,2017
Prefeitura Municipal de Arapuã - PR,4101655,PR,3384,"0,02291994",A,"0,983156373",C,,n.d.,n.d.,2017
Prefeitura Municipal de Araputanga - MT,5101258,MT,16109,"0,09016689",A,"0,917243829",B,"0,448958758",A,B,2017
Prefeitura Municipal de Araquari - SC,4201307,SC,33867,"0,007829551",A,"0,86569818",A,"0,448765137",A,A,2017
Prefeitura Municipal de Arara - PB,2500908,PB,,,n.d.,"0,953259935",C,"0,032195992",A,n.d.,2017
Prefeitura Municipal de Araranguá - SC,4201406,SC,66442,"0,093801956",A,"0,941747683",B,"0,275046556",A,B,2017
Prefeitura Municipal de Araraquara - SP,3503208,SP,228664,"0,279461709",A,"0,964141141",C,"0,164857525",A,C,2017
Prefeitura Municipal de Araras - SP,3503307,SP,130102,"0,061719048",A,"0,921057265",B,,n.d.,n.d.,2017
Prefeitura Municipal de Ararendá - CE,2301257,CE,10800,"0,210604249",A,"0,936147432",B,"0,68894071",A,B,2017
Prefeitura Municipal de Arari - MA,2101004,MA,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Araricá - RS,4300877,RS,5349,"0,154032336",A,"1,008096342",C,"-4,587760999",C,C,2017
Prefeitura Municipal de Araripe - CE,2301307,CE,21345,"0,343640035",A,"0,866215934",A,"2,101662439",C,C,2017
Prefeitura Municipal de Araripina - PE,2601102,PE,83287,"0,090713313",A,"0,984605607",C,"8,992043469",C,C,2017
Prefeitura Municipal de Araruama - RJ,3300209,RJ,124940,"0,059791584",A,"1,009319483",C,"1,381312191",C,C,2017
Prefeitura Municipal de Araruna - PB,2501005,PB,20237,"0,009181242",A,"0,972800124",C,"7,130393502",C,C,2017
Prefeitura Municipal de Araruna - PR,4101705,PR,14056,"0,368594705",A,"0,953762174",C,"3,968053714",C,C,2017
Prefeitura Municipal de Arataca - BA,2902252,BA,,,n.d.,"1,0206137",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aratiba - RS,4300901,RS,6621,0,A,"0,850729104",A,"0,250218985",A,A,2017
Prefeitura Municipal de Aratuba - CE,2301406,CE,11300,"0,290432705",A,"0,780046627",A,,n.d.,n.d.,2017
Prefeitura Municipal de Aratuípe - BA,2902302,BA,9150,"0,179194419",A,"0,972942232",C,"0,217937111",A,C,2017
Prefeitura Municipal de Arauá - SE,2800407,SE,10467,0,A,"1,02172495",C,"17,08256088",C,C,2017
Prefeitura Municipal de Araucária - PR,4101804,PR,135459,"0,12965684",A,"0,773119131",A,"0,088853617",A,A,2017
Prefeitura Municipal de Araújos - MG,3103900,MG,8885,"0,024476313",A,"0,862490796",A,,n.d.,n.d.,2017
Prefeitura Municipal de Araxá - MG,3104007,MG,103287,"0,0314054",A,"0,85807142",A,"0,133926911",A,A,2017
Prefeitura Municipal de Arceburgo - MG,3104106,MG,10478,"0,028059945",A,"0,861623393",A,,n.d.,n.d.,2017
Prefeitura Municipal de Arco-Íris - SP,3503356,SP,1873,0,A,"0,984251083",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arcos - MG,3104205,MG,39537,"0,064514998",A,"0,961228083",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arcoverde - PE,2601201,PE,73154,"0,022396574",A,"1,035730686",C,"8,070277406",C,C,2017
Prefeitura Municipal de Areado - MG,3104304,MG,14851,0,A,"1,087166109",C,"0,763120031",A,C,2017
Prefeitura Municipal de Areal - RJ,3300225,RJ,12058,"0,582581743",A,"0,945666585",B,"5,661122301",C,C,2017
Prefeitura Municipal de Arealva - SP,3503406,SP,8402,"0,016102697",A,"0,952141013",C,,n.d.,n.d.,2017
Prefeitura Municipal de Areia - PB,2501104,PB,22940,"-0,012718214",A,"0,928277431",B,"2,482479234",C,C,2017
Prefeitura Municipal de Areia Branca - RN,2401107,RN,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Areia Branca - SE,2800506,SE,18329,"0,168058646",A,"0,946334525",B,"7,449576256",C,C,2017
Prefeitura Municipal de Areia de Baraúnas - PB,2501153,PB,2137,"-0,072207936",A,"0,958632154",C,"10,08324156",C,C,2017
Prefeitura Municipal de Areial - PB,2501203,PB,,,n.d.,"0,915068634",B,,n.d.,n.d.,2017
Prefeitura Municipal de Areias - SP,3503505,SP,3869,0,A,"0,975910171",C,"0,596035435",A,C,2017
Prefeitura Municipal de Areiópolis - SP,3503604,SP,11078,"0,068836055",A,"1,006996439",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arenápolis - MT,5101308,MT,9576,0,A,"1,00288152",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arenópolis - GO,5202353,GO,,,n.d.,"0,98916147",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arês - RN,2401206,RN,,,n.d.,"1,073580211",C,,n.d.,n.d.,2017
Prefeitura Municipal de Argirita - MG,3104403,MG,,,n.d.,"1,002907056",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aricanduva - MG,3104452,MG,5156,0,A,"1,02345333",C,"1,227658902",C,C,2017
Prefeitura Municipal de Arinos - MG,3104502,MG,18232,"0,233667003",A,"1,003992945",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aripuanã - MT,5101407,MT,21011,"0,013286265",A,"0,851589381",A,"0,412777037",A,A,2017
Prefeitura Municipal de Ariquemes - RO,1100023,RO,105896,"0,116504329",A,"0,900592272",B,"0,055199697",A,B,2017
Prefeitura Municipal de Ariranha - SP,3503703,SP,9365,"0,246139866",A,"0,970598883",C,"-10,17646258",C,C,2017
Prefeitura Municipal de Ariranha do Ivaí - PR,4101853,PR,2330,"0,063608737",A,"0,934253523",B,,n.d.,n.d.,2017
Prefeitura Municipal de Armação dos Búzios - RJ,3300233,RJ,,,n.d.,"0,851082898",A,,n.d.,n.d.,2017
Prefeitura Municipal de Armazém - SC,4201505,SC,8431,0,A,"0,992449402",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Arneiroz - CE,2301505,CE,,,n.d.,"858,5672951",C,,n.d.,n.d.,2017
Prefeitura Municipal de Aroazes - PI,2200905,PI,5755,0,A,"0,910346453",B,,n.d.,n.d.,2017
Prefeitura Municipal de Aroeiras - PB,2501302,PB,,,n.d.,"0,947220486",B,"1,090885572",C,n.d.,2017
Prefeitura Municipal de Aroeiras do Itaim - PI,2200954,PI,2460,"-0,000328961",A,"0,931559175",B,,n.d.,n.d.,2017
Prefeitura Municipal de Arraial - PI,2201002,PI,,,n.d.,"1,054699975",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arraial do Cabo - RJ,3300258,RJ,29077,"0,681162499",B,"1,042627341",C,"3,29531743",C,C,2017
Prefeitura Municipal de Arraias - TO,1702406,TO,10752,"0,215265826",A,"0,947527356",B,"0,373701342",A,B,2017
Prefeitura Municipal de Arroio do Meio - RS,4301008,RS,20162,"0,013462536",A,"0,910169222",B,"0,189407835",A,B,2017
Prefeitura Municipal de Arroio do Padre - RS,4301073,RS,2895,0,A,"0,982305536",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Arroio do Sal - RS,4301057,RS,8921,"0,0169157",A,"0,843622077",A,"0,498335933",A,A,2017
Prefeitura Municipal de Arroio do Tigre - RS,4301206,RS,13353,"0,006329242",A,"1,012597841",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arroio dos Ratos - RS,4301107,RS,14227,"0,000290807",A,"1,015586339",C,"7,42598E-05",A,C,2017
Prefeitura Municipal de Arroio Grande - RS,4301305,RS,18935,"0,138492213",A,"0,899017206",A,"0,922805439",A,A,2017
Prefeitura Municipal de Arroio Trinta - SC,4201604,SC,3564,0,A,"0,823061319",A,"0,88479423",A,A,2017
Prefeitura Municipal de Artur Nogueira - SP,3503802,SP,51126,"0,472827588",A,"0,961078469",C,"1,375017758",C,C,2017
Prefeitura Municipal de Aruanã - GO,5202502,GO,8945,"0,360351894",A,"0,909547822",B,"0,168927558",A,B,2017
Prefeitura Municipal de Arujá - SP,3503901,SP,85199,0,A,"0,958572247",C,,n.d.,n.d.,2017
Prefeitura Municipal de Arvoredo - SC,4201653,SC,2266,"0,021384688",A,"0,872425295",A,"0,102276627",A,A,2017
Prefeitura Municipal de Arvorezinha - RS,4301404,RS,10605,"0,101000458",A,"0,871677121",A,,n.d.,n.d.,2017
Prefeitura Municipal de Ascurra - SC,4201703,SC,7829,0,A,"0,949400134",B,"0,192521552",A,B,2017
Prefeitura Municipal de Aspásia - SP,3503950,SP,1845,0,A,"0,960075272",C,,n.d.,n.d.,2017
Prefeitura Municipal de Assaí - PR,4101903,PR,16104,"0,170550002",A,"0,868739491",A,,n.d.,n.d.,2017
Prefeitura Municipal de Assaré - CE,2301604,CE,23191,"0,037560016",A,"0,958386777",C,"0,822326064",A,C,2017
Prefeitura Municipal de Assis - SP,3504008,SP,102268,"0,199950283",A,"0,869046938",A,,n.d.,n.d.,2017
Prefeitura Municipal de Assis Brasil - AC,1200054,AC,6863,"0,034939608",A,"0,968301423",C,"0,903256873",A,C,2017
Prefeitura Municipal de Assis Chateaubriand - PR,4102000,PR,34046,"0,190369567",A,"0,938310827",B,"0,280553609",A,B,2017
Prefeitura Municipal de Assunção - PB,2501351,PB,,,n.d.,"1,010996965",C,,n.d.,n.d.,2017
Prefeitura Municipal de Assunção do Piauí - PI,2201051,PI,,,n.d.,"0,98788354",C,,n.d.,n.d.,2017
Prefeitura Municipal de Astolfo Dutra - MG,3104601,MG,14030,"0,328679855",A,"0,958820399",C,"1,158825925",C,C,2017
Prefeitura Municipal de Astorga - PR,4102109,PR,26087,"0,189625677",A,"0,906040537",B,"1,013391517",C,C,2017
Prefeitura Municipal de Atalaia - AL,2700409,AL,,,n.d.,"1,008891986",C,,n.d.,n.d.,2017
Prefeitura Municipal de Atalaia - PR,4102208,PR,4002,"0,020636914",A,"0,931949348",B,"8,775077014",C,C,2017
Prefeitura Municipal de Atalaia do Norte - AM,1300201,AM,18599,"0,286080387",A,"0,92839549",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Atalanta - SC,4201802,SC,3268,0,A,"0,954251141",C,"0,041885999",A,C,2017
Prefeitura Municipal de Ataléia - MG,3104700,MG,,,n.d.,"0,945909112",B,,n.d.,n.d.,2017
Prefeitura Municipal de Atibaia - SP,3504107,SP,138449,"0,110770271",A,"0,966001282",C,"0,936563603",A,C,2017
Prefeitura Municipal de Atilio Vivacqua - ES,3200706,ES,11335,"0,007098634",A,"0,939669196",B,"0,076160749",A,B,2017
Prefeitura Municipal de Augustinópolis - TO,1702554,TO,,,n.d.,"0,968582892",C,,n.d.,n.d.,2017
Prefeitura Municipal de Augusto Corrêa - PA,1500909,PA,,,n.d.,"1,051646657",C,,n.d.,n.d.,2017
Prefeitura Municipal de Augusto de Lima - MG,3104809,MG,5032,"0,06449131",A,"0,999844656",C,"0,218310629",A,C,2017
Prefeitura Municipal de Augusto Pestana - RS,4301503,RS,7117,"0,006395572",A,"0,957137467",C,"0,126669659",A,C,2017
Prefeitura Municipal de Augusto Severo - RN,2401305,RN,9742,"0,063495521",A,"1,003331226",C,"1,0350161",C,C,2017
Prefeitura Municipal de Áurea - RS,4301552,RS,3725,0,A,"0,972231663",C,"0,074767757",A,C,2017
