INSTITUICAO,COD_IBGE,UF,POPULACAO,INDICADOR_1,NOTA_1,INDICADOR_2,NOTA_2,INDICADOR_3,NOTA_3,CLASSIFICACAO_CAPAG,ANO_BASE
Prefeitura Municipal de São João - PR,4124806,PR,10181,"0,149528246",A,"0,789449106",A,"0,004675253",A,A,2021
Prefeitura Municipal de São João Batista - MA,2111003,MA,20701,"0,238916278",A,"0,941672315",B,"1,336470912",C,C,2021
Prefeitura Municipal de São João Batista - SC,4216305,SC,38583,"0,243822555",A,"0,87581116",A,"0,029415197",A,A,2021
Prefeitura Municipal de São João Batista do Glória - MG,3162203,MG,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São João da Baliza - RR,1400506,RR,8348,"0,466979231",A,"0,951073737",C,"0,959694664",A,C,2021
Prefeitura Municipal de São João da Barra - RJ,3305000,RJ,36423,"0,029319454",A,"0,779324862",A,"0,18532246",A,A,2021
Prefeitura Municipal de São João da Boa Vista - SP,3549102,SP,91771,"0,078404737",A,"0,946931833",B,"0,284066347",A,B,2021
Prefeitura Municipal de São João da Canabrava - PI,2209856,PI,4614,"0,096919039",A,"0,838238174",A,"0,031629301",A,A,2021
Prefeitura Municipal de São João da Fronteira - PI,2209872,PI,6064,"0,15591257",A,"0,93571509",B,"0,369359129",A,B,2021
Prefeitura Municipal de São João da Lagoa - MG,3162252,MG,4932,"0,045430059",A,"0,873281818",A,"0,455671042",A,A,2021
Prefeitura Municipal de São João da Mata - MG,3162302,MG,2746,"0,000825243",A,"0,842656189",A,"0,047819433",A,A,2021
Prefeitura Municipal de São João da Paraúna - GO,5220058,GO,1345,"0,111090014",A,"0,885756825",A,,n.d.,n.d.,2021
Prefeitura Municipal de São João da Ponta - PA,1507466,PA,,,n.d.,"0,94502877",B,,n.d.,n.d.,2021
Prefeitura Municipal de São João da Ponte - MG,3162401,MG,25098,"0,484955603",A,"0,899527051",A,"3,161417855",C,C,2021
Prefeitura Municipal de São João da Serra - PI,2209906,PI,6122,"0,068074866",A,"0,943585103",B,,n.d.,n.d.,2021
Prefeitura Municipal de São João da Urtiga - RS,4318424,RS,4641,"0,040027926",A,"0,834147742",A,0,n.d.,n.d.,2021
Prefeitura Municipal de São João da Varjota - PI,2209955,PI,4848,"0,044019844",A,"0,913129524",B,"0,057823627",A,B,2021
Prefeitura Municipal de São João d'Aliança - GO,5220009,GO,14085,"0,384342726",A,"0,799068548",A,"0,00213258",A,A,2021
Prefeitura Municipal de São João das Duas Pontes - SP,3549201,SP,2561,"0,004273845",A,"0,931620677",B,"0,245261941",A,B,2021
Prefeitura Municipal de São João das Missões - MG,3162450,MG,13125,"0,202784047",A,"0,782888843",A,"0,646615246",A,A,2021
Prefeitura Municipal de São João de Iracema - SP,3549250,SP,1932,"0,028488137",A,"0,843845607",A,"6,025238007",C,C,2021
Prefeitura Municipal de São João de Meriti - RJ,3305109,RJ,,,n.d.,"0,978486881",C,,n.d.,n.d.,2021
Prefeitura Municipal de São João de Pirabas - PA,1507474,PA,23244,"0,491856225",A,"1,006377537",C,,n.d.,n.d.,2021
Prefeitura Municipal de São João del Rei - MG,3162500,MG,90497,"0,021164432",A,"0,876558038",A,"0,0836011",A,A,2021
Prefeitura Municipal de São João do Araguaia - PA,1507508,PA,14051,0,A,"1,034045629",C,0,n.d.,n.d.,2021
Prefeitura Municipal de São João do Arraial - PI,2209971,PI,8038,"0,062525141",A,"0,916916389",B,"0,899277509",A,B,2021
Prefeitura Municipal de São João do Caiuá - PR,4124905,PR,5837,0,A,"2,1721707",C,"0,043274572",A,C,2021
Prefeitura Municipal de São João do Cariri - PB,2514008,PB,4184,"0,205434278",A,"0,939328998",B,"3,399983264",C,C,2021
Prefeitura Municipal de São João do Carú - MA,2111029,MA,15787,0,A,"1,011299912",C,0,n.d.,n.d.,2021
Prefeitura Municipal de São João do Itaperiú - SC,4216354,SC,3759,"0,144652451",A,"0,895267688",A,"0,084920353",A,A,2021
Prefeitura Municipal de São João do Ivaí - PR,4125001,PR,10056,"0,097065457",A,"0,906125538",B,"0,050015306",A,B,2021
Prefeitura Municipal de São João do Jaguaribe - CE,2312502,CE,7601,"0,146117446",A,"0,888438039",A,,n.d.,n.d.,2021
Prefeitura Municipal de São João do Manhuaçu - MG,3162559,MG,11674,"0,052818968",A,"0,824347648",A,"0,203714983",A,A,2021
Prefeitura Municipal de São João do Manteninha - MG,3162575,MG,5918,"0,008291255",A,"0,871733308",A,"0,022052537",A,A,2021
Prefeitura Municipal de São João do Oeste - SC,4216255,SC,6402,"0,011655645",A,,n.d.,"0,035604106",A,n.d.,2021
Prefeitura Municipal de São João do Oriente - MG,3162609,MG,7444,"0,04944914",A,,n.d.,"0,061494101",A,n.d.,2021
Prefeitura Municipal de São João do Pacuí - MG,3162658,MG,4448,"0,140262587",A,"0,833610184",A,"0,144067564",A,A,2021
Prefeitura Municipal de São João do Paraíso - MA,2111052,MA,11193,"0,227820988",A,"0,932476887",B,"0,584236605",A,B,2021
Prefeitura Municipal de São João do Paraíso - MG,3162708,MG,23709,"0,391451335",A,"0,899342559",A,"3,835718772",C,C,2021
Prefeitura Municipal de São João do Pau d'Alho - SP,3549300,SP,2100,0,A,"0,96658668",C,"0,0473151",A,C,2021
Prefeitura Municipal de São João do Piauí - PI,2210003,PI,20662,"0,062187427",A,"0,867820982",A,"0,453582893",A,A,2021
Prefeitura Municipal de São João do Polêsine - RS,4318432,RS,2543,"0,059386357",A,"0,832456415",A,"0,127580489",A,A,2021
Prefeitura Municipal de São João do Rio do Peixe - PB,2500700,PB,18026,"0,433210526",A,"0,928034075",B,"2,491879246",C,C,2021
Prefeitura Municipal de São João do Sabugi - RN,2412104,RN,6207,"0,244757728",A,"0,892607577",A,"0,02812463",A,A,2021
Prefeitura Municipal de São João do Soter - MA,2111078,MA,18645,"0,002598958",A,"0,972532103",C,,n.d.,n.d.,2021
Prefeitura Municipal de São João do Sul - SC,4216404,SC,7315,"0,215681674",A,"0,896527258",A,"0,005603817",A,A,2021
Prefeitura Municipal de São João do Tigre - PB,2514107,PB,4415,"0,046287749",A,"0,89038481",A,"2,955976637",C,C,2021
Prefeitura Municipal de São João do Triunfo - PR,4125100,PR,15241,"0,05893068",A,"0,88892721",A,"0,040661724",A,A,2021
Prefeitura Municipal de São João dos Patos - MA,2111102,MA,25996,"0,038923642",A,"0,821305194",A,0,n.d.,n.d.,2021
Prefeitura Municipal de São João Evangelista - MG,3162807,MG,15767,"0,034546693",A,"0,895324717",A,"1,296226246",C,C,2021
Prefeitura Municipal de São João Nepomuceno - MG,3162906,MG,26447,"0,010534348",A,"0,892154085",A,"0,258046258",A,A,2021
Prefeitura Municipal de São Joaquim - SC,4216503,SC,27139,"0,057012521",A,"0,893178796",A,"0,029534549",A,A,2021
Prefeitura Municipal de São Joaquim da Barra - SP,3549409,SP,52319,"0,181109724",A,"0,859700416",A,"0,069629547",A,A,2021
Prefeitura Municipal de São Joaquim de Bicas - MG,3162922,MG,32148,"0,08244463",A,"0,793581024",A,"0,319936743",A,A,2021
Prefeitura Municipal de São Joaquim do Monte - PE,2613305,PE,21398,"0,226579552",A,"0,918198127",B,"0,949818523",A,B,2021
Prefeitura Municipal de São Jorge - RS,4318440,RS,2816,"0,052002755",A,"0,789339151",A,"0,020641345",A,A,2021
Prefeitura Municipal de São Jorge do Ivaí - PR,4125308,PR,5543,"0,036410255",A,,n.d.,"7,198848034",C,n.d.,2021
Prefeitura Municipal de São Jorge do Patrocínio - PR,4125357,PR,5586,"0,007667996",A,"0,835037313",A,"0,00337388",A,A,2021
Prefeitura Municipal de São Jorge d'Oeste - PR,4125209,PR,9028,"0,131689418",A,"0,808556021",A,"0,010047424",A,A,2021
Prefeitura Municipal de São José - SC,4216602,SC,250181,"0,171187062",A,"0,803596309",A,"0,098235174",A,A,2021
Prefeitura Municipal de São José da Barra - MG,3162948,MG,7480,"0,01025807",A,,n.d.,"0,033873956",A,n.d.,2021
Prefeitura Municipal de São José da Bela Vista - SP,3549508,SP,8960,"0,192060388",A,"0,998145712",C,"12,22101437",C,C,2021
Prefeitura Municipal de São José da Boa Vista - PR,4125407,PR,6160,0,A,"0,870561707",A,"0,020667998",A,A,2021
Prefeitura Municipal de São José da Coroa Grande - PE,2613404,PE,21586,"0,053447462",A,"1,007626722",C,"2,207392953",C,C,2021
Prefeitura Municipal de São José da Lagoa Tapada - PB,2514206,PB,7626,"0,255605483",A,"0,883747854",A,"0,096273105",A,A,2021
Prefeitura Municipal de São José da Laje - AL,2708303,AL,23996,"0,385933291",A,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São José da Lapa - MG,3162955,MG,24135,"0,132718783",A,"0,86766948",A,"0,989605727",A,A,2021
Prefeitura Municipal de São José da Safira - MG,3163003,MG,4280,"0,073291414",A,"0,872958431",A,"0,402067519",A,A,2021
Prefeitura Municipal de São José da Tapera - AL,2708402,AL,,,n.d.,"0,977898871",C,,n.d.,n.d.,2021
Prefeitura Municipal de São José da Varginha - MG,3163102,MG,5079,0,A,"0,778942854",A,"1,574033363",C,C,2021
Prefeitura Municipal de São José da Vitória - BA,2929354,BA,5608,"1,212232575",B,"0,961141401",C,"-1,391249093",C,C,2021
Prefeitura Municipal de São José das Missões - RS,4318457,RS,2514,0,A,"0,902747772",B,"0,014801421",A,B,2021
Prefeitura Municipal de São José das Palmeiras - PR,4125456,PR,3627,"0,045655402",A,"0,850514519",A,"0,108953891",A,A,2021
Prefeitura Municipal de São José de Caiana - PB,2514305,PB,6376,"0,331532956",A,"0,994882117",C,"0,431339742",A,C,2021
Prefeitura Municipal de São José de Espinharas - PB,2514404,PB,4656,"0,390585676",A,"0,936458526",B,"0,061101714",A,B,2021
Prefeitura Municipal de São José de Mipibu - RN,2412203,RN,44236,"0,30136644",A,"0,888805371",A,"0,041903984",A,A,2021
Prefeitura Municipal de São José de Piranhas - PB,2514503,PB,20329,"0,789293594",B,"0,947355746",B,"0,540276102",A,B,2021
Prefeitura Municipal de São José de Princesa - PB,2514552,PB,3950,"0,114922671",A,"0,860026543",A,"0,041171269",A,A,2021
Prefeitura Municipal de São José de Ribamar - MA,2111201,MA,179028,"0,060300456",A,"0,824511102",A,"0,943131804",A,A,2021
Prefeitura Municipal de São José de Ubá - RJ,3305133,RJ,7206,"0,00043857",A,"0,80649835",A,"0,118392131",A,A,2021
Prefeitura Municipal de São José do Alegre - MG,3163201,MG,4210,"0,000189334",A,"0,855879099",A,"0,012529985",A,A,2021
Prefeitura Municipal de São José do Barreiro - SP,3549607,SP,4144,"0,080709389",A,"0,936154557",B,"0,136337077",A,B,2021
Prefeitura Municipal de São José do Belmonte - PE,2613503,PE,34021,"0,000275073",A,"0,863133243",A,"0,295481127",A,A,2021
Prefeitura Municipal de São José do Bonfim - PB,2514602,PB,3588,"0,160237984",A,"0,862877054",A,"0,167435524",A,A,2021
Prefeitura Municipal de São José do Brejo do Cruz - PB,2514651,PB,1811,"0,044739807",A,"0,97025759",C,"0,171602931",A,C,2021
Prefeitura Municipal de São José do Calçado - ES,3204807,ES,10546,"0,008082064",A,"0,877211388",A,"0,327346254",A,A,2021
Prefeitura Municipal de São José do Campestre - RN,2412302,RN,12879,"0,439316523",A,"0,940515221",B,"0,714224421",A,B,2021
Prefeitura Municipal de São José do Cedro - SC,4216701,SC,13820,"0,092164039",A,"0,873097283",A,"0,016941394",A,A,2021
Prefeitura Municipal de São José do Cerrito - SC,4216800,SC,8173,"0,130131107",A,"0,858416875",A,"0,096217951",A,A,2021
Prefeitura Municipal de São José do Divino - MG,3163300,MG,3856,"0,088276858",A,"0,784751996",A,"0,001227162",A,A,2021
Prefeitura Municipal de São José do Divino - PI,2210052,PI,5354,"0,02793593",A,"0,892227994",A,"0,155530498",A,A,2021
Prefeitura Municipal de São José do Egito - PE,2613602,PE,34056,"0,037173179",A,"0,915967315",B,"2,338186762",C,C,2021
Prefeitura Municipal de São José do Goiabal - MG,3163409,MG,5387,"0,017935066",A,"0,83944566",A,"0,019811075",A,A,2021
Prefeitura Municipal de São José do Herval - RS,4318465,RS,1943,0,A,"0,89971216",A,"0,031661883",A,A,2021
Prefeitura Municipal de São José do Hortêncio - RS,4318481,RS,4865,0,A,"0,74294006",A,"4,31037248",C,C,2021
Prefeitura Municipal de São José do Inhacorá - RS,4318499,RS,2056,"0,044990079",A,"0,752948537",A,"0,018687325",A,A,2021
Prefeitura Municipal de São José do Jacuípe - BA,2929370,BA,10505,"0,326434889",A,"0,967390487",C,"0,018853978",A,C,2021
Prefeitura Municipal de São José do Jacuri - MG,3163508,MG,6431,"0,095931565",A,"0,870793136",A,"2,833532702",C,C,2021
Prefeitura Municipal de São José do Mantimento - MG,3163607,MG,2806,"0,006046293",A,"0,938013735",B,"0,903715593",A,B,2021
Prefeitura Municipal de São José do Norte - RS,4318507,RS,27721,"0,063472954",A,"0,880799825",A,"0,026049324",A,A,2021
Prefeitura Municipal de São José do Ouro - RS,4318606,RS,6922,"0,236915911",A,"0,875083071",A,"0,042013993",A,A,2021
Prefeitura Municipal de São José do Peixe - PI,2210102,PI,3741,"0,063209495",A,"0,979973915",C,"0,482331825",A,C,2021
Prefeitura Municipal de São José do Piauí - PI,2210201,PI,6700,"0,02421723",A,"0,960712066",C,"8,17791699",C,C,2021
Prefeitura Municipal de São José do Povo - MT,5107297,MT,4450,"0,00392418",A,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São José do Rio Claro - MT,5107305,MT,21011,0,A,"0,802465114",A,"0,108679714",A,A,2021
Prefeitura Municipal de São José do Rio Pardo - SP,3549706,SP,55124,"0,273662583",A,"0,947963746",B,"0,343573538",A,B,2021
Prefeitura Municipal de São José do Rio Preto - SP,3549805,SP,464983,"0,262385726",A,"0,914933716",B,"0,064936046",A,B,2021
Prefeitura Municipal de São José do Sabugi - PB,2514701,PB,4147,"0,270785535",A,"0,903659087",B,"0,069359973",A,B,2021
Prefeitura Municipal de São José do Seridó - RN,2412401,RN,4665,"0,049302854",A,"0,925281276",B,"0,241611019",A,B,2021
Prefeitura Municipal de São José do Sul - RS,4318614,RS,2437,"0,097757854",A,"0,794344359",A,"0,007391736",A,A,2021
Prefeitura Municipal de São José do Vale do Rio Preto - RJ,3305158,RJ,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São José do Xingu - MT,5107354,MT,5620,"0,020878752",A,"0,782914203",A,"0,061656436",A,A,2021
Prefeitura Municipal de São José dos Ausentes - RS,4318622,RS,3543,"0,090694106",A,"0,778715192",A,"0,060448407",A,A,2021
Prefeitura Municipal de São José dos Basílios - MA,2111250,MA,7640,"0,006190731",A,"0,89876618",A,"9,1234735",C,C,2021
Prefeitura Municipal de São José dos Campos - SP,3549904,SP,729737,"0,211113449",A,"0,938419463",B,"0,1233235",A,B,2021
Prefeitura Municipal de São José dos Cordeiros - PB,2514800,PB,3618,"0,215475783",A,"0,910071849",B,"0,50597424",A,B,2021
Prefeitura Municipal de São José dos Pinhais - PR,4125506,PR,329058,"0,071834259",A,"0,901594735",B,"0,094808225",A,B,2021
Prefeitura Municipal de São José dos Quatro Marcos - MT,5107107,MT,18846,"0,031848675",A,"1,037926489",C,"0,387541284",A,C,2021
Prefeitura Municipal de São José dos Ramos - PB,2514453,PB,5998,"0,198308996",A,"0,931200256",B,"-6,780927552",C,C,2021
Prefeitura Municipal de São Julião - PI,2210300,PI,6371,"0,175860035",A,"0,945929345",B,"6,799934201",C,C,2021
Prefeitura Municipal de São Leopoldo - RS,4318705,RS,238648,"0,635812977",B,"0,856118198",A,"0,774568413",A,B,2021
Prefeitura Municipal de São Lourenço - MG,3163706,MG,46202,"0,266632856",A,"0,898041993",A,"0,077378275",A,A,2021
Prefeitura Municipal de São Lourenço da Mata - PE,2613701,PE,114079,"0,084950772",A,"0,875957525",A,"0,858027705",A,A,2021
Prefeitura Municipal de São Lourenço da Serra - SP,3549953,SP,15978,"0,21516652",A,"0,952801078",C,"1,122123884",C,C,2021
Prefeitura Municipal de São Lourenço do Oeste - SC,4216909,SC,24291,"0,162220698",A,"0,918014759",B,"-0,017995127",C,C,2021
Prefeitura Municipal de São Lourenço do Piauí - PI,2210359,PI,4577,"0,045741818",A,"0,926043401",B,"5,672757097",C,C,2021
Prefeitura Municipal de São Lourenço do Sul - RS,4318804,RS,43540,"0,27233927",A,"0,898471072",A,"0,952998335",A,A,2021
Prefeitura Municipal de São Ludgero - SC,4217006,SC,13650,"0,104619412",A,"0,884971514",A,"0,087688902",A,A,2021
Prefeitura Municipal de São Luís - MA,2111300,MA,1108975,"0,281205745",A,"0,84810024",A,"0,131766962",A,A,2021
Prefeitura Municipal de São Luís de Montes Belos - GO,5220108,GO,34157,"0,09235851",A,"0,867962198",A,"0,165662412",A,A,2021
Prefeitura Municipal de São Luís do Curu - CE,2312601,CE,13044,"0,315100832",A,"0,952909523",C,"0,311115271",A,C,2021
Prefeitura Municipal de São Luís do Paraitinga - SP,3550001,SP,10690,"0,026896985",A,"0,915356841",B,"0,077564231",A,B,2021
Prefeitura Municipal de São Luis do Piauí - PI,2210375,PI,2646,0,A,"0,999360259",C,,n.d.,n.d.,2021
Prefeitura Municipal de São Luís do Quitunde - AL,2708501,AL,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA,2111409,MA,18727,0,A,"0,939686249",B,"-0,645623602",C,C,2021
Prefeitura Municipal de São Luiz - RR,1400605,RR,8110,"0,069707639",A,"0,862447309",A,"0,315047734",A,A,2021
Prefeitura Municipal de São Luiz do Norte - GO,5220157,GO,5215,"0,092624325",A,"0,843454147",A,"0,3294645",A,A,2021
Prefeitura Municipal de São Luiz Gonzaga - RS,4318903,RS,33293,"0,165489487",A,"0,835103974",A,"0,033725012",A,A,2021
Prefeitura Municipal de São Mamede - PB,2514909,PB,7702,"0,19221853",A,"0,743200266",A,"0,009327832",A,A,2021
Prefeitura Municipal de São Manoel do Paraná - PR,4125555,PR,2163,"0,009342649",A,"0,901664429",B,"0,042860258",A,B,2021
Prefeitura Municipal de São Manuel - SP,3550100,SP,41123,"0,08423032",A,"0,892344686",A,"0,088825692",A,A,2021
Prefeitura Municipal de São Marcos - RS,4319000,RS,21658,"0,251355813",A,"0,779298431",A,"0,065810263",A,A,2021
Prefeitura Municipal de São Martinho - RS,4319109,RS,5380,"0,049830046",A,"0,802946853",A,"0,045148075",A,A,2021
Prefeitura Municipal de São Martinho - SC,4217105,SC,3171,0,A,"0,912385367",B,"0,107448684",A,B,2021
Prefeitura Municipal de São Martinho da Serra - RS,4319125,RS,3231,"0,058953726",A,"0,878001384",A,"0,06105927",A,A,2021
Prefeitura Municipal de São Mateus - ES,3204906,ES,132642,"0,035471605",A,"0,944549654",B,"0,037958603",A,B,2021
Prefeitura Municipal de São Mateus do Maranhão - MA,2111508,MA,41579,"0,018483216",A,"0,947715321",B,"0,84466072",A,B,2021
Prefeitura Municipal de São Mateus do Sul - PR,4125605,PR,46705,"0,09782576",A,"0,796324856",A,"0,016733762",A,A,2021
Prefeitura Municipal de São Miguel - RN,2412500,RN,23655,"0,193942854",A,"0,876205427",A,"0,645802233",A,A,2021
Prefeitura Municipal de São Miguel Arcanjo - SP,3550209,SP,33002,"0,005393612",A,,n.d.,"0,054478093",A,n.d.,2021
Prefeitura Municipal de São Miguel da Baixa Grande - PI,2210383,PI,2454,0,A,"0,979153054",C,"0,541098517",A,C,2021
Prefeitura Municipal de São Miguel da Boa Vista - SC,4217154,SC,1807,"0,032690367",A,"0,896833559",A,"0,068067051",A,A,2021
Prefeitura Municipal de São Miguel das Matas - BA,2929404,BA,11704,0,A,"0,898161929",A,"0,680038723",A,A,2021
Prefeitura Municipal de São Miguel das Missões - RS,4319158,RS,7683,"0,070296567",A,"0,797048928",A,"0,052255229",A,A,2021
Prefeitura Municipal de São Miguel de Taipu - PB,2515005,PB,7410,"0,355209498",A,"0,921684002",B,"0,576538034",A,B,2021
Prefeitura Municipal de São Miguel do Aleixo - SE,2807006,SE,3947,"0,599116087",A,"1,010908057",C,"8,835974864",C,C,2021
Prefeitura Municipal de São Miguel do Anta - MG,3163805,MG,6944,"0,003323485",A,"0,910032341",B,"1,221679072",C,C,2021
Prefeitura Municipal de São Miguel do Araguaia - GO,5220207,GO,21920,"0,235739151",A,"0,913845354",B,"4,808345543",C,C,2021
Prefeitura Municipal de São Miguel do Fidalgo - PI,2210391,PI,3038,"0,075086273",A,"0,895312367",A,,n.d.,n.d.,2021
Prefeitura Municipal de São Miguel do Gostoso - RN,2412559,RN,10362,"0,181310949",A,"0,951827624",C,"1,489012487",C,C,2021
Prefeitura Municipal de São Miguel do Guamá - PA,1507607,PA,59632,"0,00135729",A,"0,958412889",C,,n.d.,n.d.,2021
Prefeitura Municipal de São Miguel do Guaporé - RO,1100320,RO,23077,"0,038676798",A,"0,832687139",A,"0,060490111",A,A,2021
Prefeitura Municipal de São Miguel do Iguaçu - PR,4125704,PR,27576,"0,074460596",A,"0,865802682",A,"0,022690918",A,A,2021
Prefeitura Municipal de São Miguel do Oeste - SC,4217204,SC,40868,"0,116797369",A,"0,84155548",A,"0,084221743",A,A,2021
Prefeitura Municipal de São Miguel do Passa Quatro - GO,5220264,GO,4082,"0,052886861",A,,n.d.,"0,268818772",A,n.d.,2021
Prefeitura Municipal de São Miguel do Tapuio - PI,2210409,PI,17639,"0,000171453",A,"0,923666532",B,"0,174087353",A,B,2021
Prefeitura Municipal de São Miguel do Tocantins - TO,1720200,TO,12294,"0,689840338",B,"0,911590179",B,"0,2146811",A,B,2021
Prefeitura Municipal de São Miguel dos Campos - AL,2708600,AL,61797,"0,079663293",A,"0,958210975",C,"0,179359824",A,C,2021
Prefeitura Municipal de São Miguel dos Milagres - AL,2708709,AL,8013,"-6,92616E-05",A,"0,936681364",B,,n.d.,n.d.,2021
Prefeitura Municipal de São Nicolau - RS,4319208,RS,5208,"0,325821892",A,"0,912051901",B,"0,253854943",A,B,2021
